app_name,concurrency,total,max,min,mean,rps,error
fastapi,500,0.62331223487854,0.43426513671875,0.2420511245727539,0.32589279699325563,802.1661889846123,0
fastapi,1000,0.6493268013000488,0.4353628158569336,0.17125821113586426,0.31329586482048033,1540.0565601140308,0
fastapi,1500,0.8233380317687988,0.6334357261657715,0.203704833984375,0.43051723384857177,1821.851951594548,0
fastapi,2000,1.5085020065307617,1.0990169048309326,0.4120509624481201,0.7651978113651275,1325.8185878052498,0
fastapi,2500,1.1176190376281738,0.7160830497741699,0.37056922912597656,0.5650545366287232,2236.8981878704694,0
fastapi,3000,1.3448619842529297,0.966641902923584,0.4040098190307617,0.6791364471912384,2230.712173536899,0
fastapi,3500,1.472909927368164,1.0522801876068115,0.39447999000549316,0.7255308013643538,2376.24849623622,0
fastapi,4000,1.9098889827728271,1.4019629955291748,0.531731128692627,0.9361321330666542,2094.362570850948,0
fastapi,4500,2.136219024658203,1.5177290439605713,0.5762691497802734,1.0337530863549975,2106.5255706727,0
fastapi,5000,2.7289011478424072,1.6269888877868652,1.0443511009216309,1.312585592985153,1832.2393260573863,0
fastapi,5500,3.534456729888916,2.2837400436401367,1.3035290241241455,1.7783204044428738,1556.1090205149742,0
fastapi,6000,3.533978223800659,1.976844072341919,1.4935050010681152,1.7014731772343317,1697.8033309857885,0
fastapi,6500,3.120985984802246,2.2073447704315186,0.8655920028686523,1.5001681956878075,2082.67516472422,0
fastapi,7000,3.6377289295196533,2.5114407539367676,1.1135332584381104,1.916898953642164,1924.2775191950107,0
fastapi,7500,3.913506031036377,2.55129075050354,1.2639470100402832,1.9277232202529908,1916.440128243228,0
fastapi,8000,3.7412970066070557,2.4684290885925293,1.2053377628326416,1.8405384131669997,2138.295886659669,0
fastapi,8500,5.385656118392944,3.5749611854553223,1.6715359687805176,2.426642406239229,1578.2663826179014,0
fastapi,9000,4.949211835861206,3.0840089321136475,1.5942039489746094,2.1656675407621595,1818.4713644276496,0
fastapi,9500,6.019068956375122,3.9339630603790283,1.8928630352020264,2.702251316145847,1578.3171897271645,0
fastapi,10000,6.953433036804199,4.221963882446289,2.7002129554748535,3.391821607804298,1438.1385348892356,0
django,500,0.657733678817749,0.5851759910583496,0.11514425277709961,0.3311837878227234,760.18609978849,0
django,1000,0.8434710502624512,0.7152280807495117,0.10366415977478027,0.4095237624645233,1185.5771454027306,0
django,1500,1.4478089809417725,1.2164018154144287,0.2142620086669922,0.7214559227625529,1036.0482769103132,0
django,2000,1.7025728225708008,1.4570679664611816,0.23248910903930664,0.8383187386989593,1174.6927787676645,0
django,2500,1.7962617874145508,1.478384017944336,0.2852439880371094,0.8571240228652954,1391.779314973,0
django,3000,2.126944065093994,1.7250432968139648,0.34935784339904785,1.054103645324707,1410.474327573548,0
django,3500,2.5386011600494385,2.0620250701904297,0.44639110565185547,1.2533067086764744,1378.712046256151,0
django,4000,2.7556331157684326,2.2325119972229004,0.4990699291229248,1.333044268667698,1451.5720460430614,0
django,4500,2.9293713569641113,2.334528684616089,0.5564799308776855,1.4124399063852098,1536.1657678880388,0
django,5000,3.454982042312622,2.7952661514282227,0.619300127029419,1.6710661702156067,1447.1855247772016,0
django,5500,3.8479228019714355,3.084402084350586,0.6900238990783691,1.851159884149378,1429.3426045819172,0
django,6000,4.185096740722656,3.2280921936035156,0.8688499927520752,2.1027524387041727,1433.6586157298618,0
django,6500,4.33591103553772,3.3522980213165283,0.9010508060455322,2.1569210568941557,1499.10824892972,0
django,7000,4.644239902496338,3.6819651126861572,0.9195048809051514,2.2786420891284944,1507.2434126922278,0
django,7500,5.078645944595337,4.031019687652588,0.99173903465271,2.5198554151535033,1476.7715808150504,0
django,8000,5.55259108543396,4.35124135017395,1.1490411758422852,2.775832050293684,1440.7688008912264,0
django,8500,6.7741498947143555,5.514019966125488,1.2022180557250977,3.236293054496541,1254.7699906422602,0
django,9000,6.088392019271851,4.767417669296265,1.2167820930480957,2.9879905517896015,1478.2228167161231,0
django,9500,6.683495998382568,5.234409332275391,1.384720802307129,3.323211332622327,1421.4117884261525,0
django,10000,6.721852779388428,5.283567190170288,1.3485021591186523,3.306578283762932,1487.6850666327487,0
